"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/28/2022","AQS","490353010","1","0.4","ppm","5","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/01/2022","AQS","490353010","1","0.5","ppm","6","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/02/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/03/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/04/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/05/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/06/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/07/2022","AQS","490353010","1","0.4","ppm","5","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/08/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/09/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/10/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/11/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/12/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/13/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/14/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/15/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/16/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/17/2022","AQS","490353010","1","0.3","ppm","3","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/18/2022","AQS","490353010","1","0.4","ppm","5","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/19/2022","AQS","490353010","1","0.3","ppm","3","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/20/2022","AQS","490353010","1","0.3","ppm","3","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/21/2022","AQS","490353010","1","0.3","ppm","3","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/22/2022","AQS","490353010","1","0.5","ppm","6","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/23/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/24/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/25/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/26/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/27/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/28/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/29/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/30/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"03/31/2022","AQS","490353010","1","0.3","ppm","3","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/01/2022","AQS","490353010","1","0.4","ppm","5","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/02/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/03/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/04/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/05/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/06/2022","AQS","490353010","1","0.3","ppm","3","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/07/2022","AQS","490353010","1","0.3","ppm","3","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/08/2022","AQS","490353010","1","0.3","ppm","3","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/09/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/10/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/11/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/12/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/13/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/14/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/15/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/16/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/17/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/18/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/19/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/20/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/21/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/22/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/23/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/24/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/25/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/26/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/27/2022","AQS","490353010","1","0.3","ppm","3","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/28/2022","AQS","490353010","1","0.3","ppm","3","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/29/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"04/30/2022","AQS","490353010","1","0.3","ppm","3","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/01/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/02/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/03/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/04/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/05/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/06/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/07/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/08/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/09/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/10/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/11/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/12/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/13/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/14/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/15/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/16/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/17/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/18/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/19/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/20/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/21/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/22/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/23/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/24/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/25/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/26/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/27/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/28/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/29/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/30/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"05/31/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/01/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/02/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/03/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/04/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/05/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/06/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/07/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/08/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/09/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/10/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/11/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/12/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/13/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/14/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/15/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/16/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/17/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/18/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/19/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/20/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/21/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/22/2022","AQS","490353010","1","0.2","ppm","2","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/23/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/24/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/25/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/26/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/27/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/28/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/29/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"06/30/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/01/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/02/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/03/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/04/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/05/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/06/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/07/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/08/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/09/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/10/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/11/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/12/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/13/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/14/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/15/2022","AQS","490353010","1","0","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/16/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/17/2022","AQS","490353010","1","0.1","ppm","1","ROSE PARK","18","75.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/18/2022","AQS","490353010","1","-0.1","ppm","0","ROSE PARK","4","17.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/19/2022","AQS","490353010","1","-0.1","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/20/2022","AQS","490353010","1","-0.1","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/21/2022","AQS","490353010","1","-0.1","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/22/2022","AQS","490353010","1","-0.1","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
"07/23/2022","AQS","490353010","1","-0.1","ppm","0","ROSE PARK","24","100.0000","42101","Carbon monoxide","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.78422","-111.931"
